prob_score,actual,final_prediction
0.18445484659470382,False,0
0.3011636332259928,False,0
0.5556525535605639,True,0
0.04102817515443892,False,0
0.3663250262511218,False,0
0.31769760525469526,False,0
0.5403287814678072,True,0
0.588978267865744,False,0
0.6125577542747095,False,1
0.48606102856947314,False,0
0.7157299655349563,True,1
0.7022815350455391,True,1
0.3848673881809657,False,0
0.026111756134582307,False,0
0.6670798909479512,False,1
0.652814944383879,False,1
0.7365639349997442,False,1
0.43471612110264696,False,0
0.5815116236319107,True,0
0.6010697634887865,False,1
0.2718450511736004,False,0
0.7572836905696103,True,1
0.09917262990197298,False,0
0.48407662329554424,False,0
0.5999121579943681,False,1
0.5337318134079089,False,0
0.46633472965691386,True,0
0.16266374930807606,False,0
0.6104277807112197,False,1
0.3847690719188477,False,0
0.23326739694136614,False,0
0.7133042964475255,True,1
0.6262824764227871,False,1
0.4662160011880164,True,0
0.5413562829991465,False,0
0.1499155246128259,False,0
0.5974312117492108,False,0
0.6959572526892703,False,1
0.0072152313048131494,False,0
0.49431490161951436,False,0
0.3077722015009964,False,0
0.0974795316838554,False,0
0.6463059500781392,True,1
0.1317994242983932,True,0
0.7458641703284364,False,1
0.49768393779110986,False,0
0.257256616191296,False,0
0.4666511845583343,True,0
0.005398123278864608,False,0
0.7382737728250167,False,1
0.6629913191578547,False,1
0.02635452439550167,False,0
0.4229079546635916,False,0
0.4789845488797035,True,0
0.20650355844673118,False,0
0.6605410757391009,False,1
0.14347981297234294,False,0
0.6183831330252948,False,1
0.02391938007370119,False,0
0.2720520399481134,True,0
0.44190135516131174,True,0
0.6239807635839917,True,1
0.8337776177257887,True,1
0.009061024454126012,False,0
0.09531748092105806,False,0
0.4528408155757375,False,0
0.5761140939625666,False,0
0.3734162838400533,False,0
0.6309814635092077,False,1
0.2655508766695292,False,0
0.5108858948036723,False,0
0.33591106331790654,False,0
0.06235279305190219,False,0
0.6705313052258111,False,1
0.6420548558384859,False,1
0.04846341778138597,False,0
0.5442465160633841,False,0
0.008106465076250347,False,0
0.3818572806831666,False,0
0.27363315421173395,False,0
0.5607779647505838,False,0
0.6129948760130587,True,1
0.677741121762398,False,1
0.42863115334454355,False,0
0.003502371410093841,False,0
0.3161034413246912,False,0
0.5639797668843022,False,0
0.3105577674688763,False,0
0.345004013683054,True,0
0.11048922065163352,False,0
0.8099493176140006,False,1
0.8419864097013575,True,1
0.05892572581388347,False,0
0.6060978811595847,False,1
0.1216674426965001,False,0
0.3750634030653241,False,0
0.5605543460719469,False,0
0.6658834218529883,False,1
0.360330867171788,False,0
0.21693610771426106,False,0
0.6204331519135695,False,1
0.2388892293664726,False,0
0.008437881153680332,False,0
0.8756439703316895,False,1
0.42469454435270454,False,0
0.7128874920771001,False,1
0.6433746313298313,False,1
0.3297159932140455,False,0
0.7023493310937596,False,1
0.2879815760787426,False,0
0.29820248009246053,False,0
0.5163342790252268,False,0
0.45468147286000293,False,0
0.5264321413085268,False,0
0.038567794306829835,False,0
0.35893321162278635,False,0
0.30235119205205696,False,0
0.08684962039157948,False,0
0.6416013699066195,True,1
0.6893169530977356,True,1
0.4660343432059743,False,0
0.6181311176629969,False,1
0.1678894578756831,False,0
0.7966957999117434,False,1
0.3559600773823315,False,0
0.622214352002565,False,1
0.5157383940053007,False,0
0.050758865957664545,False,0
0.2577294600759796,False,0
0.0277454077123177,False,0
0.012134194596004868,False,0
0.663788748037155,False,1
0.5425225278961924,False,0
0.4965750467027557,False,0
0.11220968883706177,False,0
0.7563453249578296,True,1
0.8234473099087106,False,1
0.686910747995539,False,1
0.01673698056370015,False,0
0.394891623357697,False,0
0.251127532256274,False,0
0.7139435212899816,False,1
0.14029858725959404,False,0
0.011032004290307812,False,0
0.49434536062178625,False,0
0.5603835540225673,False,0
0.313572214543798,False,0
0.6622019761527936,False,1
0.500230677017671,False,0
0.5949134372007073,False,0
0.6979616229166588,True,1
0.5704431091979781,False,0
0.22259951761341154,False,0
0.060484746207297595,True,0
0.11290272735230665,False,0
0.7367456070940231,False,1
0.005649511753593984,False,0
0.1207196580254825,False,0
0.39369742262847807,False,0
0.5766278914069178,False,0
0.7052135535813486,True,1
0.4583247805667644,False,0
0.6793021288472311,False,1
0.6679489120089196,False,1
0.22743669672012962,False,0
0.8551674726427242,False,1
0.5595629973740825,False,0
0.656822570955494,True,1
0.6845640305697563,False,1
0.2841211568712984,False,0
0.5299502062824395,False,0
0.5534169803074211,False,0
0.6129542498384035,False,1
0.4167935986846461,False,0
0.6824017041190781,False,1
0.778122985412129,False,1
0.7333491695649197,True,1
0.30254539710211426,False,0
0.6308088097601402,True,1
0.5581985165247877,True,0
0.3877712119821159,False,0
0.23008009606392474,False,0
0.30843878344778775,False,0
0.04093199405815645,False,0
0.6296072571064741,False,1
0.5545623030013348,False,0
0.46452337047449893,False,0
0.4532149719320975,False,0
0.5519667300390193,False,0
0.4969216377751597,False,0
0.30654200905302736,False,0
0.3134746870413504,False,0
0.7047270674149795,True,1
0.4218184373967505,False,0
0.3708085706380001,True,0
0.013276440691647675,False,0
0.681071677415698,False,1
0.5943682106758463,False,0
0.619485053372714,False,1
0.5937818092650667,False,0
0.34593310468721905,False,0
0.5325138745971264,False,0
0.7396302621788562,True,1
0.5418939761104127,True,0
0.36040723875761754,False,0
0.008358038998138338,False,0
0.4941897717995712,True,0
0.6148619256882,False,1
0.14052461820397136,False,0
0.42605968317081033,False,0
0.4819049709466042,False,0
0.7872093801884239,False,1
0.3929571490355832,False,0
0.5136494782326416,False,0
0.6487043739266395,False,1
0.6498418509072489,True,1
0.45188418007132375,False,0
0.24469522085520304,False,0
0.5014626998451006,False,0
0.420430165276848,False,0
0.24062198318667083,False,0
0.25188110978201145,True,0
0.623394804531155,False,1
0.3804109986184971,False,0
0.016859145408756437,False,0
0.24920768932972687,False,0
0.6514778919619205,False,1
0.07643961031018999,False,0
0.11050516947452889,False,0
0.3161596847758231,False,0
0.3984147676786722,False,0
0.7401670389344138,False,1
0.3827581145034711,False,0
0.04518341444005177,False,0
0.5871642993411939,False,0
0.30341592551472224,False,0
0.7304982655528848,False,1
0.7429230439182806,False,1
0.36544938839761465,False,0
0.669596538238196,False,1
0.02098312601012336,False,0
0.5854597148152312,False,0
0.3312160948036997,False,0
0.7770268479215784,False,1
0.163094931298292,False,0
0.7061506474040915,True,1
0.5575182697072109,True,0
0.48512441453986105,False,0
0.5713209042105372,False,0
0.26930020699580376,False,0
0.5106087025077884,False,0
0.48590817922392243,False,0
0.5616684895911284,False,0
0.6278763226884949,False,1
0.5720974001758454,False,0
0.5726130103966843,False,0
0.28492348186467104,False,0
0.2086616930558905,False,0
0.45542854170239633,False,0
0.3308857476150963,True,0
0.11699468939180192,False,0
0.763892739869806,False,1
0.31612942994421206,True,0
0.439011779719249,False,0
0.81991854139671,True,1
0.6860676287282801,False,1
0.3966259035674764,False,0
0.19039237083985175,False,0
0.566966193058617,False,0
0.6015461118985406,False,1
0.5713291319811115,False,0
0.153676556458984,False,0
0.5546121035400969,False,0
0.5246374485638461,True,0
0.034051239806212316,False,0
0.1909054179937903,False,0
0.8493557192737289,True,1
0.4162796369484967,False,0
0.43994355656720985,False,0
0.42520093904211154,False,0
0.5486148095845119,False,0
0.2756111132328577,False,0
0.005079152273043618,False,0
0.47949615189698613,True,0
0.44577229673972707,False,0
0.5229127216740255,True,0
0.47721909010285113,False,0
0.05990544982184518,False,0
0.6687232369280853,True,1
0.29261043794557307,False,0
0.6691705656619635,False,1
0.05624081694508449,False,0
0.5157531997081305,False,0
0.5813983986106981,False,0
0.26903996372469363,False,0
0.670854970773384,False,1
0.5751991516500552,True,0
0.30316512387851724,True,0
0.8911204218484557,True,1
0.010719353923243512,False,0
0.7404036662341499,False,1
0.5661278290108753,False,0
0.6211634214545048,False,1
0.5548556577891435,True,0
0.5691789758142887,False,0
0.005272015660405078,False,0
0.7848376706110073,False,1
0.8315017531422182,True,1
0.45841683228781493,False,0
0.6384414034067871,False,1
0.38735536627438844,False,0
0.551222751863998,False,0
0.5524988368087103,False,0
0.551841676599404,False,0
0.058366846024139586,False,0
0.2924203818463739,False,0
0.5634624865544269,False,0
0.42892494188858776,True,0
0.17814930071597743,False,0
0.8595336781103547,True,1
0.2833413637781074,False,0
0.17604043578459003,False,0
0.004529247749910255,False,0
0.3658935311206072,True,0
0.3961214967674116,False,0
0.4534824708018708,False,0
0.6677565599230072,False,1
0.33813395519541817,False,0
0.30598313424771767,False,0
0.23774329961193663,False,0
0.6719555250168385,False,1
0.7347361839361932,False,1
0.010825184342348842,False,0
0.26962192162675125,False,0
0.1598235829230989,False,0
0.17938755736557876,False,0
0.5093375293816031,False,0
0.7263400529973291,False,1
0.6655157892092852,False,1
0.37549643059046334,False,0
0.7871698505971438,False,1
0.7740111109893827,False,1
0.47883058174272486,False,0
0.13872140271640895,False,0
0.3532592260637215,False,0
0.4818447746395438,False,0
0.2094926434808466,False,0
0.573973941187498,False,0
0.17368437609622003,False,0
0.5728602618288596,False,0
0.7412349691559458,False,1
0.44592296793550257,False,0
0.33004854976616094,True,0
0.4084658767897992,False,0
0.6917654531807169,False,1
0.6598919196335346,False,1
0.7013480108204215,False,1
0.35914916553354964,False,0
0.14882934166713493,False,0
0.23883080535283466,False,0
0.2618016402380427,False,0
0.05840768822767433,False,0
0.7006010868426719,True,1
0.44978839997759207,False,0
0.45625902811877356,False,0
0.27117422606527586,False,0
0.6135847757667171,False,1
0.7049021587303147,True,1
0.4558401806549235,False,0
0.32777389248951244,False,0
0.0832508166320253,False,0
0.39981792812360956,False,0
0.18867182085424855,False,0
0.4448525981956973,False,0
0.646141889315447,False,1
0.2646392725380757,False,0
0.7405803693186525,False,1
0.6432441963027563,False,1
0.49773664732646944,False,0
0.6274221154946509,False,1
0.6516948366121978,False,1
0.5440521726605446,False,0
0.5279168140285252,True,0
0.35445620221532087,False,0
0.7152715802788295,False,1
0.6154381273489817,False,1
0.05099585851625762,False,0
0.009735445596601637,False,0
0.5644537529092747,True,0
0.8279311903570116,True,1
0.29033877451557827,False,0
0.7064603197575877,False,1
0.2852268060270183,False,0
0.7163486163284682,False,1
0.36021752988904726,False,0
0.13552541039307747,False,0
0.5737906761688751,True,0
0.46274940724192887,False,0
0.6172959127903535,False,1
0.6579624982810724,True,1
0.8079501563839679,True,1
0.13590202289225425,False,0
0.5562972442784305,True,0
0.7710948286597245,False,1
0.33476250013422854,False,0
0.8579702959025074,True,1
0.47810515715909774,False,0
0.16207066227560518,False,0
0.4982295838625446,False,0
0.5338203232204713,False,0
0.5621904018813146,False,0
0.1911792995706084,False,0
0.318135207335823,False,0
0.643707455784717,True,1
0.7189027275236747,False,1
0.6248808580811723,False,1
0.008938468535589638,False,0
0.4919709028120945,True,0
0.1938541845900548,False,0
0.5759916469275002,False,0
0.26304503646863747,False,0
0.7357413229349558,False,1
0.024112206227516857,False,0
0.3187228332967011,False,0
0.24468385864587014,False,0
0.5695190563864723,False,0
0.6021902274661808,False,1
0.4780717545544991,False,0
0.2771317717591259,False,0
0.7297823277397563,False,1
0.008902386706175335,False,0
0.5481422106143186,False,0
0.11017113838744523,False,0
0.44978963159889057,False,0
0.7234174031471269,False,1
0.44058398677749555,False,0
0.1923842495486236,False,0
0.16229570329574577,False,0
0.4017867244778191,False,0
0.76482902319131,True,1
0.7057166815960753,False,1
0.35163274270574096,False,0
0.6381028255385115,False,1
0.5608254935765584,False,0
0.6016499331003367,False,1
0.46249939194282275,False,0
0.5928961079190943,False,0
0.704059529061238,True,1
0.6197515911191416,True,1
0.11939585023202073,False,0
0.7105668325735166,False,1
0.16537833626237572,False,0
0.011021867707325196,False,0
0.4564046215443632,False,0
0.46698694797854107,False,0
0.57080915797806,True,0
0.19943338922068035,False,0
0.6866306087592372,False,1
0.5122781975623519,False,0
0.45103497961288846,False,0
0.5429792832983343,True,0
0.5044036449558014,True,0
0.572911417369367,False,0
0.0028265841384779024,False,0
0.45569172991620766,False,0
0.7164758018536596,False,1
0.5450113895387383,True,0
0.20747382423217448,False,0
0.5692459883026457,False,0
0.6789859446166244,False,1
0.5434207236650521,False,0
0.20131497894358102,False,0
0.5132601848712636,False,0
0.640260506026476,False,1
0.590733812429111,False,0
0.5654907940065323,False,0
0.7331148359102706,False,1
0.2274365846899386,False,0
0.6124921514266155,False,1
0.010719353923243512,False,0
0.503510790043629,True,0
0.05350347101809307,False,0
0.5138574124118641,False,0
0.28519300002297926,False,0
0.13779039357100145,False,0
0.6795195917518982,False,1
0.4978456738333117,False,0
0.6120005582242897,False,1
0.3791463171991403,False,0
0.54315622735994,False,0
0.6339505302006155,False,1
0.4949196872641827,False,0
0.5404816688800539,False,0
0.33312287583245487,False,0
0.3496543605315635,True,0
0.5139539240322294,False,0
0.6085679738274189,False,1
0.04873494859647325,False,0
0.6226873018938638,True,1
0.6675465548851909,True,1
0.6765966085940202,True,1
0.5235248617497056,False,0
0.38622932475375066,False,0
0.25223231597459644,False,0
0.8504727736554647,False,1
0.33857227737986956,True,0
0.092907634064562,False,0
0.3156911698994207,False,0
0.6076410699481432,False,1
0.32422128302776915,False,0
0.37788491474697394,False,0
0.006801397957374126,False,0
0.1532119293806921,True,0
0.25461129429403156,False,0
0.13876235211176036,True,0
0.479502578542353,True,0
0.40934456687233656,False,0
0.5752132841183342,False,0
0.641114577086896,False,1
0.5314832733595047,False,0
0.7369999242663381,True,1
0.003118828594481458,False,0
0.6885771089994271,False,1
0.6376601928869341,False,1
0.3749586525702969,False,0
0.5994386582560771,False,0
0.22938103489461376,False,0
0.03788399304161979,False,0
0.4066035090810369,False,0
0.010646955513028645,False,0
0.6191677433985934,True,1
0.6629307369013228,False,1
0.5902468963364763,False,0
0.7121084930214399,True,1
0.21223319854459036,False,0
0.27680455891014827,False,0
0.2927873164708389,False,0
0.3833300187217655,False,0
0.1734209578249993,False,0
0.6368499063637014,False,1
0.48517953525466645,False,0
0.040300359526822635,False,0
0.6125366397007198,True,1
0.29347216235365114,False,0
0.2839746354057077,True,0
0.7275019366385975,False,1
0.06616781332041104,False,0
0.011145490193894604,False,0
0.5008383602905919,False,0
0.15374611690576087,False,0
0.5687343889251403,False,0
0.7269748320574144,True,1
0.06857661523000345,False,0
0.362533149117445,False,0
0.6299545764485328,False,1
0.5604920439453027,False,0
0.525295805073099,False,0
0.2854745079209834,False,0
0.09826700018407707,False,0
0.5277587526755163,True,0
0.14361037470942536,False,0
0.6654046819738277,False,1
0.6374750308727821,False,1
0.768376518085286,False,1
0.46123913789967114,False,0
0.6906608145140721,True,1
0.49064775163394664,False,0
0.07392568405508436,False,0
0.35422583045871286,True,0
0.7185966930053875,False,1
0.023341714328777276,False,0
0.5763139630150571,False,0
0.37557764105919084,False,0
0.6089680469799532,True,1
0.7040808747058475,False,1
0.6708167104131726,False,1
0.008766876098142097,False,0
0.5280700081288922,False,0
0.46469043996580206,True,0
0.014094587314215838,False,0
0.5617902370104777,False,0
0.557401060372756,True,0
0.4984349405040252,False,0
0.4907512436119484,False,0
0.5985627250561105,False,0
0.24033493451353374,False,0
0.15375126623449226,False,0
0.789088458447401,True,1
0.7371942739553686,False,1
0.17389887019572942,False,0
0.6748546929082319,False,1
0.6527277080014589,False,1
0.5370892343781859,False,0
0.010719353923243512,False,0
0.14617530543419197,False,0
0.5977179751511215,False,0
0.36216774500477533,False,0
0.5057077951502269,False,0
0.5048509673820676,True,0
0.32419266031122856,False,0
0.4810713831904669,False,0
0.4971457713990739,False,0
0.715276529108459,False,1
0.9480037131527389,False,1
0.12179890289127897,False,0
0.5411172656566304,False,0
0.01578435008760969,False,0
0.38505895095863246,False,0
0.6488345400041177,False,1
0.4800221423328758,False,0
0.5793328000579777,False,0
0.6014164702533723,False,1
0.6746348149634863,True,1
0.4048856041077997,False,0
0.015405746797626674,False,0
0.5772015556204763,False,0
0.7287881565039629,True,1
0.5724279763337342,False,0
0.4983880635658968,False,0
0.43438498358737293,False,0
0.7042603613831637,False,1
0.5289664562971713,False,0
0.23628228081076263,False,0
0.7021611828811439,False,1
0.48212985741701153,False,0
0.03217127665683323,False,0
0.004951202274915879,False,0
0.10131348646413951,False,0
0.3285739470037091,True,0
0.28195199162694623,False,0
0.6342307473211811,True,1
0.5438552271428035,True,0
0.7336847199112216,False,1
0.4433035209178401,False,0
0.47723554511489963,False,0
0.21845746967011387,False,0
0.31167126613815804,False,0
0.7767405369110939,True,1
0.5537244822845584,True,0
0.3118696153645371,False,0
0.5222398128125453,False,0
0.5485136371540971,False,0
0.0032166979836939997,False,0
0.24927242337305697,False,0
0.2889940823944389,False,0
0.2700698211129765,False,0
0.7192332470518772,False,1
0.2908213424030717,False,0
0.3147234918419531,False,0
0.7125202376121271,True,1
0.006550829656778928,False,0
0.7564415040252994,False,1
0.5965322520940957,False,0
0.2035291805221823,False,0
0.26302540689141224,False,0
0.34266036075137346,False,0
0.886999375352324,True,1
0.5375094261283515,True,0
0.7700934576479954,False,1
0.08881922345586087,False,0
0.33828611128375985,False,0
0.6711663137498856,True,1
0.007878261016573561,False,0
0.19227050234468637,False,0
0.4827271702605841,True,0
0.023990932790233427,False,0
0.6343998652400868,False,1
0.0581451486183952,False,0
0.5513567170972873,False,0
0.8043684940104988,False,1
0.33032592765412605,False,0
0.6918946090767047,False,1
0.39093760647623116,False,0
0.2710764992610832,False,0
0.06849135181790057,False,0
0.2093851191794714,False,0
0.1842049836523333,False,0
0.5247462700689232,False,0
0.5760801979991124,False,0
0.3638210435662996,False,0
0.03653583962525516,False,0
0.035688218917230285,False,0
0.4780702988696714,False,0
0.6313832571725916,False,1
0.2810129458178491,True,0
0.13170578194702337,False,0
0.4759185821117611,False,0
0.6668598220419515,False,1
0.00934439557217112,False,0
0.5453902464281297,False,0
0.5682716191140507,False,0
0.298815008460641,False,0
0.22571980114402054,False,0
0.040710955826898196,False,0
0.17906519427605064,False,0
0.642509693275447,False,1
0.7409447430034475,True,1
0.5856327174431456,False,0
0.7741208771238537,False,1
0.1815280231315203,False,0
0.08882150587576504,False,0
0.39844489767828334,False,0
0.735954091721606,False,1
0.49722597763053533,False,0
0.694769055401745,True,1
0.6089325110509403,False,1
0.4743631514802876,False,0
0.31659949696407813,True,0
